text,service,food,anecdotes/miscellaneous,price,ambience
great food great decor great service,1,1,0,0,1
and atlhough tables opened up next to us and we asked for a slightly larger space they left us awkardly seated,1,0,0,0,0
the palak paneer was standard and i was not a fan of the malai kofta,0,1,0,0,0
ive dined at alain ducasses restaurant in monte carlo for half the price for the same excellent dining experience,0,0,0,1,0
yeah sometimes the service can be slow,1,0,0,0,0
there was no ambiance,0,0,0,0,1
save your money and dont waste your calories go to margharitas on washington street instead they have amazing food and the best service,0,0,1,0,0
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura,1,1,0,0,0
but trust me it is so worth it,0,0,1,0,0
it is not a place for tourists or someone who has never dined in bay ridge,0,0,1,0,0
the perfect spot,0,0,1,0,0
the only weird thing was if we got a bottle the waitress would have simply multiplied the glass price x4 which makes no sense whatsoever,0,0,0,1,0
they sell special sushi everything have a topping sauce and etc,0,1,0,0,0
do not try unless youre just going there to hang out like the rest of the hipsters who apparently have no sense of taste,0,0,1,0,1
they never came back to refill our glasses again,1,0,0,0,0
the place is small and intimate and you may feel a little crowded but the service is excellent and its great for friends out a romantic date or a special occassion,1,0,0,0,1
the service was excellent and the food was delicious,1,1,0,0,0
service was also very good,1,0,0,0,0
i took my girlfriend there for her birthday last night and we had a relaxing really good meal,0,0,1,0,0
i would not have been so disappointed with the portions if the qualities were good enough to make up for it but they were not,0,1,0,0,0
theyre rude at times and not very friendly,1,0,0,0,0
im happy to have nosh in the neighborhood and the food is very comforting,0,1,1,0,0
good atmosphere combination of all the hottest music dress code is relatively strict except on fridays,0,0,0,0,1
they kindly brought us more to see if it was better but it was not,0,1,0,0,0
love the food,0,1,0,0,0
i would highly recommend ninas to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures,0,0,1,0,1
all the desserts the group tried got favorable reviews,0,1,0,0,0
theres something smooth about sipping sake upper east side style,0,0,1,0,0
its a nice place to relax and have conversation,0,0,0,0,1
this place has got to be the best japanese restaurant in the new york area,0,0,1,0,0
best reuben sandwich ever,0,1,0,0,0
lucky strike is a great casual place to just grab a bite to eat,0,1,0,0,0
wonderful strawberry daiquiries as well,0,1,0,0,0
going to volare is like going to your favorite aunts house for dinner assuming that your aunt is a great italian cook,0,0,1,0,0
the sushi has been from average to below average the wait service has always been subpar the atmosphere goes from nice to really irritating if you sit in the area beyond the kitchen the acousitcs are horrid everything echoes is extremely loud,1,1,0,0,1
i loved it and would go again,0,0,1,0,0
frites were delicious if a bit on the thick side,0,1,0,0,0
so so so so so good,0,0,1,0,0
alone for 100 bucks it is really overprice,0,0,0,1,0
out of the hundreds of italian restaurants in queens this is among the best,0,0,1,0,0
very good value,0,0,1,0,0
here you get the zen feel without feeling rigid,0,0,0,0,1
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time,0,0,1,0,0
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,0,1,0,0,0
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people,0,0,1,0,0
overall the best bagel in town,0,1,0,0,0
everything a ny pizza joint should be,0,0,1,0,0
it was huge delicious fresh and will be the reason we return,0,1,0,0,0
we go often,0,0,1,0,0
light refreshing summer rolls not fried remind me of vietnamese places in paris,0,1,0,0,0
the sushi seemed pretty fresh and was adequately proportioned,0,1,0,0,0
moral stay away,0,0,1,0,0
but the service was a bit slow,1,0,0,0,0
spreads and toppings are great  though a bit pricey,0,1,0,1,0
when i saw that their website had a link to da ciro in napoli i knew there was going to be good pizza,0,0,1,0,0
no one asked what was wrong as we left with nothing touched on our plates,1,0,0,0,0
indoor was very cozy and cute,0,0,0,0,1
we had a 3 hour brunch they definitely do not rush you and they kept the unlimited mimosas flowing the whole time,1,0,0,0,0
and their prices are very high  they actually think that they can get away with charging such prices for such terrible food and service,1,1,0,1,0
theyre terrific,0,0,1,0,0
the service was excellent the food was excellent but the entire experience was very cool,1,1,0,0,0
the service is good and the resturant is clean,1,0,0,0,1
great spot whether looking for a couple of drinks or quiet dinner,0,0,0,0,1
just stick with the small dishes,0,1,0,0,0
the cafe itself was really nice with comfortable outdoor chairs and tables but the service could have been better,1,0,0,0,1
ive rarely had a problem with slow staff in the 10 years ive been going,1,0,0,0,0
food is excellent,0,1,0,0,0
this place is a literal holeinthewall that is buried within doyers right off of pell st barbers alley in chinatown,0,0,0,0,1
they outshine hh,0,0,1,0,0
although we were looking for regular lettuce and some walnuts the salads we got were great,0,1,0,0,0
excellent lunch buffet for only 695,0,1,0,1,0
we were sorry to check them off our list as we had enjoyed and recommended the place in the past,0,0,1,0,0
if youre not familiar with the cuisine you may encounter problems ordering here and be sure to bring plenty of cash with you as they dont accept credit cards,0,0,1,0,0
both are very reasonably priced around 8 for dinner and 5 for lunch and are delicious and filling,0,1,0,1,0
problem is nothing at prune is particularly memorable,0,0,1,0,0
ambience is so cute and quaint good for business although we were there on vacation,0,0,0,0,1
the portion sizes here are huge and the sushi is good,0,1,0,0,0
just wish theyd expand,0,0,1,0,0
my boyfriend ate tuna and it was cooked perfectly,0,1,0,0,0
this wasnt the expected menu comprised only of pad thai and tom yum soup but i thought that was what made the place so special,0,1,0,0,0
good food at the restaurant a bit expensive but great if you want to impress your date,0,1,0,1,0
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service,1,1,0,0,0
you cant say its cheap because food is cheaper in chinatown,0,0,0,1,0
i have eaten there 34 times and the food was always good,0,1,0,0,0
keep up the good work,0,0,1,0,0
i wasnt thrilled to have to wait on line for thirty minutes but i guess thats the price you pay for a popular place,0,0,1,0,0
great eats good times,0,1,1,0,0
make sure you try this place as often as you can,0,0,1,0,0
grilled whole fish wonderful great spicing,0,1,0,0,0
for years i thought tuscan cuisine was the best but salvatore converted me to the hearty neapolitan fare on my first visit,0,1,0,0,0
plus when our entrees were held up in the kitchen on a busy saturday night the owner sent over complimentary summer rolls to hold us over,1,0,0,0,0
the service was great as well,1,0,0,0,0
try the lobster teriyaki and the rose special roll,0,1,0,0,0
another plus is most of the entrees are approx,0,0,1,0,0
i will go back to suan soon,0,0,1,0,0
loved it,0,0,1,0,0
the food was delicious the atmosphere was relaxed and we have now adopted plate 347 as our secret on second,0,1,0,0,1
we were pleasantly surprised,0,0,1,0,0
from the moment we walked in they were more than accomodating even though the place was packed,1,0,0,0,1
it is loud hot and dark,0,0,0,0,1
i found the food service and value exceptional everytime i have been there,1,1,0,1,0
we ate at this thai place following the reviews but very unhappy with the foods,0,1,1,0,0
the food is definitely good but i left a bit disappointed,0,1,1,0,0
i am a 100 lb girl had a glass of wine and a glass of beer prior to the dinner and i was still hungry after my visit to this place,0,1,1,0,0
the drinks are a saving grace but service staff please get over yourselves,1,1,0,0,0
it was wonderful,0,0,1,0,0
there is a downside if youre ordering in  the delivery guys have major attitude,1,0,0,0,0
will give it another chance before i write it off,0,0,1,0,0
the allitalian staff is warm and engaging from the start,1,0,0,0,0
village is one of those places that scores on all fronts,0,0,1,0,0
the prices are exceptionally reasonable for food of this caliber,0,1,0,1,0
if you go here  your focus should be the tamarind margaritas,0,1,0,0,0
it is the best hidden spot there and i rave about it to everyone,0,0,1,0,0
the filet mignon dish was superb,0,1,0,0,0
i had been a regular due to the consistently good food and ease of getting a table,1,1,1,0,0
cant wait wait for my next visit,0,0,1,0,0
this place is the most japanese it can ever get,0,0,0,0,1
the food is good i cant lie,0,1,0,0,0
great food lts of it more then one person can eat,0,1,0,0,0
i didnt expect to like nosh as much as i did but the pastrami on challah sandwich i had was otherworldly the soups are like moms and the knishes give yonah schimmels a run for its money,0,1,0,0,0
the atmosphere is nothing special but it feels like a sushi establishment in tokyo,0,0,0,0,1
